vote_2020,gender,race_ethnicity,household_income,state,age,vote_trump
Joe Biden,male,White,"$50,000 to $99,999",new york,66,0
Donald Trump,male,White,"Less than $49,999",pennsylvania,69,1
Joe Biden,female,White,"Less than $49,999",california,65,0
Joe Biden,female,"Black, or African American","Less than $49,999",district of columbia,79,0
Joe Biden,male,White,"Less than $49,999",georgia,28,0
Donald Trump,male,White,"$50,000 to $99,999",illinois,63,1
Donald Trump,male,White,"$50,000 to $99,999",colorado,72,1
Donald Trump,male,White,"$50,000 to $99,999",california,50,1
Joe Biden,male,White,"$50,000 to $99,999",florida,58,0
Joe Biden,male,White,"Less than $49,999",kentucky,63,0
Donald Trump,male,White,"$100,000 to $149,999",oklahoma,59,1
Joe Biden,female,White,"$50,000 to $99,999",massachusetts,57,0
Donald Trump,male,White,"Less than $49,999",new york,34,1
Donald Trump,male,White,"$100,000 to $149,999",california,40,1
Donald Trump,male,White,"$50,000 to $99,999",north carolina,50,1
Joe Biden,female,White,"$50,000 to $99,999",iowa,37,0
Joe Biden,male,White,"Less than $49,999",utah,44,0
Donald Trump,female,White,"$50,000 to $99,999",illinois,60,1
Donald Trump,female,White,"Less than $49,999",florida,60,1
Joe Biden,male,White,"Less than $49,999",washington,57,0
Joe Biden,female,White,"$100,000 to $149,999",minnesota,40,0
Donald Trump,female,Asian or Pacific Islander,"$100,000 to $149,999",arizona,35,1
Joe Biden,male,Some other race,"Less than $49,999",california,22,0
Joe Biden,male,"Black, or African American","Less than $49,999",california,32,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",texas,57,0
Donald Trump,male,White,"$50,000 to $99,999",california,37,1
Donald Trump,female,White,"Less than $49,999",washington,66,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",illinois,18,0
Donald Trump,female,White,"Less than $49,999",ohio,45,1
Donald Trump,female,White,"$100,000 to $149,999",texas,36,1
Donald Trump,male,White,"Less than $49,999",colorado,59,1
Joe Biden,female,Some other race,"$50,000 to $99,999",new york,22,0
Donald Trump,male,White,"$50,000 to $99,999",arizona,37,1
Joe Biden,male,"Black, or African American","$100,000 to $149,999",new york,50,0
Joe Biden,female,White,"Less than $49,999",new jersey,33,0
Donald Trump,female,Some other race,"Less than $49,999",massachusetts,30,1
Joe Biden,male,White,"$50,000 to $99,999",oregon,29,0
Donald Trump,female,White,"$200,000 and above",missouri,30,1
Donald Trump,female,White,"Less than $49,999",florida,76,1
Donald Trump,male,White,"$200,000 and above",virginia,41,1
Joe Biden,male,White,"$50,000 to $99,999",arizona,61,0
Joe Biden,female,White,"Less than $49,999",nevada,28,0
Donald Trump,female,White,"$100,000 to $149,999",florida,38,1
Joe Biden,male,White,"Less than $49,999",pennsylvania,31,0
Joe Biden,female,White,"Less than $49,999",florida,33,0
Donald Trump,female,White,"$150,000 to $199,999",maryland,38,1
Joe Biden,female,White,"$50,000 to $99,999",louisiana,64,0
Donald Trump,male,White,"$50,000 to $99,999",texas,41,1
Donald Trump,female,White,"Less than $49,999",arkansas,72,1
Joe Biden,female,White,"$50,000 to $99,999",illinois,68,0
Joe Biden,female,White,"$100,000 to $149,999",florida,28,0
Joe Biden,female,White,"Less than $49,999",california,61,0
Donald Trump,male,White,"$200,000 and above",new york,40,1
Donald Trump,female,White,"$100,000 to $149,999",california,35,1
Joe Biden,male,White,"$100,000 to $149,999",district of columbia,40,0
Joe Biden,female,White,"$100,000 to $149,999",maryland,34,0
Joe Biden,female,White,"Less than $49,999",west virginia,30,0
Joe Biden,female,White,"Less than $49,999",new mexico,31,0
Donald Trump,male,White,"$200,000 and above",colorado,40,1
Joe Biden,female,White,"$150,000 to $199,999",california,26,0
Joe Biden,female,White,"$100,000 to $149,999",minnesota,62,0
Donald Trump,male,White,"$200,000 and above",wisconsin,41,1
Joe Biden,female,White,"Less than $49,999",tennessee,27,0
Donald Trump,female,White,"Less than $49,999",washington,22,1
Donald Trump,male,White,"Less than $49,999",north carolina,32,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",massachusetts,70,0
Joe Biden,female,"Black, or African American","$100,000 to $149,999",district of columbia,33,0
Joe Biden,male,White,"$50,000 to $99,999",florida,68,0
Joe Biden,female,White,"Less than $49,999",nebraska,20,0
Donald Trump,male,White,"$200,000 and above",pennsylvania,39,1
Donald Trump,female,White,"$100,000 to $149,999",mississippi,67,1
Joe Biden,female,White,"Less than $49,999",florida,82,0
Donald Trump,male,White,"$200,000 and above",connecticut,74,1
Donald Trump,male,White,"Less than $49,999",ohio,22,1
Donald Trump,female,White,"$100,000 to $149,999",pennsylvania,74,1
Donald Trump,female,White,"Less than $49,999",georgia,37,1
Joe Biden,male,American Indian or Alaska Native,"$100,000 to $149,999",kentucky,40,0
Joe Biden,male,White,"$200,000 and above",virginia,44,0
Joe Biden,male,White,"Less than $49,999",arizona,21,0
Donald Trump,female,Asian or Pacific Islander,"$50,000 to $99,999",texas,45,1
Joe Biden,male,White,"Less than $49,999",utah,52,0
Donald Trump,male,White,"$200,000 and above",new york,39,1
Donald Trump,female,White,"Less than $49,999",new york,52,1
Joe Biden,female,"Black, or African American","Less than $49,999",michigan,67,0
Joe Biden,male,White,"Less than $49,999",iowa,46,0
Joe Biden,male,White,"Less than $49,999",connecticut,52,0
Donald Trump,male,White,"$200,000 and above",new york,38,1
Joe Biden,male,Asian or Pacific Islander,"$200,000 and above",illinois,46,0
Joe Biden,female,"Black, or African American","$100,000 to $149,999",illinois,63,0
Donald Trump,male,Asian or Pacific Islander,"Less than $49,999",illinois,23,1
Donald Trump,female,Some other race,"Less than $49,999",california,35,1
Donald Trump,male,White,"Less than $49,999",california,63,1
Donald Trump,female,White,"$150,000 to $199,999",illinois,52,1
Donald Trump,female,White,"$50,000 to $99,999",florida,48,1
Joe Biden,male,White,"$50,000 to $99,999",illinois,34,0
Donald Trump,male,White,"Less than $49,999",indiana,60,1
Joe Biden,female,White,"Less than $49,999",california,59,0
Joe Biden,male,White,"$50,000 to $99,999",new york,47,0
Joe Biden,male,White,"Less than $49,999",illinois,59,0
Joe Biden,male,White,"Less than $49,999",new jersey,63,0
Joe Biden,female,White,"$150,000 to $199,999",california,45,0
Donald Trump,male,White,"Less than $49,999",ohio,40,1
Joe Biden,female,"Black, or African American","Less than $49,999",illinois,25,0
Joe Biden,female,White,"$50,000 to $99,999",florida,34,0
Joe Biden,female,White,"$50,000 to $99,999",california,18,0
Donald Trump,female,White,"$100,000 to $149,999",north carolina,29,1
Joe Biden,female,"Black, or African American","Less than $49,999",ohio,62,0
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",maryland,25,0
Joe Biden,male,White,"Less than $49,999",florida,68,0
Joe Biden,male,Some other race,"$100,000 to $149,999",illinois,32,0
Joe Biden,female,White,"$50,000 to $99,999",california,29,0
Joe Biden,female,White,"$200,000 and above",nebraska,50,0
Joe Biden,female,Some other race,"Less than $49,999",wisconsin,28,0
Joe Biden,male,White,"Less than $49,999",arizona,22,0
Donald Trump,female,White,"$50,000 to $99,999",texas,69,1
Donald Trump,male,White,"Less than $49,999",california,38,1
Donald Trump,female,White,"$50,000 to $99,999",new hampshire,66,1
Donald Trump,female,White,"$50,000 to $99,999",california,70,1
Joe Biden,female,White,"$150,000 to $199,999",california,39,0
Joe Biden,male,White,"Less than $49,999",missouri,26,0
Joe Biden,male,White,"$50,000 to $99,999",connecticut,44,0
Joe Biden,female,White,"Less than $49,999",michigan,31,0
Donald Trump,female,White,"Less than $49,999",utah,31,1
Donald Trump,male,White,"$200,000 and above",michigan,40,1
Donald Trump,female,White,"$50,000 to $99,999",texas,64,1
Joe Biden,female,Some other race,"Less than $49,999",texas,34,0
Joe Biden,female,White,"$200,000 and above",washington,38,0
Joe Biden,male,White,"Less than $49,999",missouri,59,0
Donald Trump,female,White,"$50,000 to $99,999",illinois,61,1
Joe Biden,male,White,"Less than $49,999",california,70,0
Donald Trump,female,White,"$100,000 to $149,999",florida,49,1
Donald Trump,male,White,"Less than $49,999",ohio,50,1
Joe Biden,female,Asian or Pacific Islander,"$150,000 to $199,999",california,18,0
Donald Trump,female,White,"Less than $49,999",utah,32,1
Donald Trump,male,White,"Less than $49,999",kentucky,45,1
Joe Biden,male,White,"Less than $49,999",ohio,65,0
Joe Biden,male,Some other race,"$50,000 to $99,999",california,27,0
Donald Trump,female,White,"Less than $49,999",indiana,33,1
Joe Biden,male,White,"$200,000 and above",indiana,81,0
Joe Biden,female,Some other race,"Less than $49,999",missouri,50,0
Joe Biden,female,White,"Less than $49,999",illinois,28,0
Donald Trump,male,White,"$50,000 to $99,999",new mexico,30,1
Joe Biden,male,White,"Less than $49,999",wisconsin,40,0
Joe Biden,male,Some other race,"Less than $49,999",texas,40,0
Joe Biden,female,"Black, or African American","Less than $49,999",ohio,20,0
Donald Trump,male,White,"$100,000 to $149,999",new york,61,1
Joe Biden,female,White,"Less than $49,999",kansas,30,0
Donald Trump,male,White,"$100,000 to $149,999",wisconsin,63,1
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",minnesota,54,0
Donald Trump,female,White,"$150,000 to $199,999",new jersey,60,1
Joe Biden,male,White,"$200,000 and above",new york,72,0
Donald Trump,male,White,"Less than $49,999",north carolina,47,1
Joe Biden,female,White,"$100,000 to $149,999",california,38,0
Donald Trump,female,White,"Less than $49,999",california,49,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",utah,54,0
Joe Biden,male,White,"Less than $49,999",new york,67,0
Joe Biden,male,White,"$200,000 and above",california,40,0
Joe Biden,female,"Black, or African American","Less than $49,999",north carolina,56,0
Joe Biden,female,Some other race,"$150,000 to $199,999",arkansas,59,0
Donald Trump,female,White,"$50,000 to $99,999",virginia,68,1
Joe Biden,male,White,"$50,000 to $99,999",south dakota,32,0
Joe Biden,male,White,"Less than $49,999",arizona,69,0
Joe Biden,male,Some other race,"$150,000 to $199,999",colorado,37,0
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",hawaii,48,0
Joe Biden,male,White,"Less than $49,999",tennessee,62,0
Joe Biden,female,"Black, or African American","Less than $49,999",north carolina,21,0
Joe Biden,male,White,"$100,000 to $149,999",ohio,68,0
Donald Trump,male,White,"$50,000 to $99,999",oklahoma,36,1
Joe Biden,male,White,"Less than $49,999",indiana,60,0
Donald Trump,female,White,"$100,000 to $149,999",new york,43,1
Donald Trump,male,White,"$100,000 to $149,999",new york,61,1
Donald Trump,female,White,"Less than $49,999",ohio,39,1
Donald Trump,male,White,"Less than $49,999",michigan,35,1
Joe Biden,female,White,"Less than $49,999",south carolina,24,0
Joe Biden,male,White,"$50,000 to $99,999",california,56,0
Donald Trump,female,White,"$50,000 to $99,999",georgia,41,1
Donald Trump,male,White,"$100,000 to $149,999",wisconsin,62,1
Donald Trump,male,White,"Less than $49,999",oregon,49,1
Donald Trump,male,"Black, or African American","Less than $49,999",north carolina,23,1
Donald Trump,female,White,"Less than $49,999",alabama,38,1
Joe Biden,female,White,"Less than $49,999",delaware,39,0
Donald Trump,male,White,"$200,000 and above",new york,42,1
Donald Trump,female,White,"$200,000 and above",wisconsin,48,1
Donald Trump,female,White,"$50,000 to $99,999",michigan,52,1
Joe Biden,female,White,"Less than $49,999",kentucky,54,0
Joe Biden,male,American Indian or Alaska Native,"$50,000 to $99,999",maryland,59,0
Joe Biden,female,White,"Less than $49,999",pennsylvania,67,0
Donald Trump,male,White,"Less than $49,999",colorado,68,1
Donald Trump,male,White,"Less than $49,999",florida,75,1
Joe Biden,female,White,"Less than $49,999",new york,43,0
Donald Trump,male,White,"$100,000 to $149,999",california,43,1
Donald Trump,female,White,"$150,000 to $199,999",texas,32,1
Joe Biden,female,White,"$50,000 to $99,999",pennsylvania,64,0
Donald Trump,male,White,"$150,000 to $199,999",georgia,63,1
Donald Trump,male,Some other race,"$50,000 to $99,999",new york,22,1
Donald Trump,female,White,"$100,000 to $149,999",connecticut,63,1
Joe Biden,female,White,"$50,000 to $99,999",illinois,64,0
Donald Trump,female,White,"$50,000 to $99,999",missouri,55,1
Donald Trump,female,White,"$100,000 to $149,999",new york,40,1
Joe Biden,female,White,"$50,000 to $99,999",new york,62,0
Donald Trump,male,White,"$50,000 to $99,999",virginia,31,1
Joe Biden,female,White,"$100,000 to $149,999",florida,53,0
Joe Biden,female,White,"Less than $49,999",florida,66,0
Joe Biden,female,White,"$50,000 to $99,999",texas,37,0
Donald Trump,female,White,"$100,000 to $149,999",virginia,18,1
Donald Trump,female,White,"$100,000 to $149,999",california,56,1
Donald Trump,female,White,"$100,000 to $149,999",pennsylvania,60,1
Donald Trump,male,White,"$100,000 to $149,999",virginia,40,1
Donald Trump,female,White,"Less than $49,999",mississippi,38,1
Donald Trump,male,White,"$100,000 to $149,999",kansas,51,1
Donald Trump,male,White,"Less than $49,999",louisiana,26,1
Donald Trump,male,White,"$50,000 to $99,999",virginia,50,1
Joe Biden,female,"Black, or African American","Less than $49,999",texas,33,0
Joe Biden,female,White,"Less than $49,999",new jersey,72,0
Donald Trump,female,White,"$100,000 to $149,999",texas,54,1
Joe Biden,female,White,"Less than $49,999",maryland,24,0
Donald Trump,female,White,"Less than $49,999",georgia,61,1
Donald Trump,female,White,"$50,000 to $99,999",ohio,24,1
Donald Trump,female,Some other race,"Less than $49,999",california,65,1
Donald Trump,female,Asian or Pacific Islander,"$200,000 and above",michigan,18,1
Joe Biden,female,Some other race,"Less than $49,999",new jersey,53,0
Donald Trump,female,American Indian or Alaska Native,"Less than $49,999",ohio,29,1
Joe Biden,female,"Black, or African American","Less than $49,999",indiana,39,0
Joe Biden,male,White,"Less than $49,999",montana,35,0
Joe Biden,female,White,"$50,000 to $99,999",california,68,0
Donald Trump,male,White,"$150,000 to $199,999",new york,40,1
Joe Biden,female,White,"Less than $49,999",alabama,19,0
Joe Biden,male,Asian or Pacific Islander,"$50,000 to $99,999",california,19,0
Joe Biden,female,Some other race,"Less than $49,999",new york,31,0
Joe Biden,male,White,"$150,000 to $199,999",texas,40,0
Donald Trump,female,White,"$50,000 to $99,999",oregon,57,1
Donald Trump,female,White,"Less than $49,999",florida,36,1
Donald Trump,male,White,"$50,000 to $99,999",texas,49,1
Joe Biden,female,White,"$200,000 and above",california,47,0
Joe Biden,male,White,"$200,000 and above",florida,42,0
Donald Trump,female,White,"Less than $49,999",connecticut,55,1
Joe Biden,male,White,"Less than $49,999",ohio,18,0
Donald Trump,female,White,"$50,000 to $99,999",texas,37,1
Joe Biden,female,White,"$150,000 to $199,999",california,64,0
Joe Biden,female,White,"Less than $49,999",district of columbia,25,0
Joe Biden,female,White,"$100,000 to $149,999",massachusetts,34,0
Joe Biden,female,White,"Less than $49,999",virginia,20,0
Joe Biden,female,White,"Less than $49,999",florida,19,0
Donald Trump,female,White,"$50,000 to $99,999",wisconsin,25,1
Joe Biden,female,Asian or Pacific Islander,"$150,000 to $199,999",new jersey,57,0
Donald Trump,female,American Indian or Alaska Native,"Less than $49,999",oklahoma,18,1
Donald Trump,female,White,"Less than $49,999",oregon,35,1
Donald Trump,female,White,"$50,000 to $99,999",arkansas,19,1
Donald Trump,male,Some other race,"$50,000 to $99,999",oklahoma,20,1
Donald Trump,female,Some other race,"$100,000 to $149,999",arizona,45,1
Donald Trump,female,White,"$50,000 to $99,999",texas,26,1
Joe Biden,female,White,"Less than $49,999",ohio,20,0
Donald Trump,female,White,"$100,000 to $149,999",washington,69,1
Donald Trump,female,White,"$50,000 to $99,999",washington,67,1
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",texas,44,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",ohio,51,0
Joe Biden,female,White,"$50,000 to $99,999",colorado,71,0
Joe Biden,female,White,"Less than $49,999",illinois,27,0
Joe Biden,female,White,"$50,000 to $99,999",washington,63,0
Donald Trump,female,White,"Less than $49,999",arkansas,33,1
